,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2009-12-31,32.72,37.95,44.79,48.8,201.42,53.55,38.65,33.44,27.06,54.17,37.21,43.69,159.98,36.81,33.29,47.83,13.16,29.0,15.33,134.52,24.43,44.9,25.19,74.33,15.46,31.59,120.48,66.79,24.59,28.84,30.25,49.66,51.4,42.32,14.82,24.71,26.17,25.97,23.52,14.23,9.41,13.56,84.16,52.63,63.22,46.6,33.74,60.35,47.6,13.89,4.92,7.74,16.78,60.73,37.85,54.6,22.18,44.22,27.4
2010-01-04,33.68,38.33,45.39,50.65,204.55,53.94,40.15,34.01,27.48,54.64,37.56,43.97,164.0,37.13,33.82,48.53,13.44,30.02,15.96,133.9,24.77,43.39,25.21,74.64,15.65,32.84,121.91,68.59,24.89,29.34,30.97,51.09,52.81,43.23,15.44,24.63,26.42,25.73,23.48,15.19,9.68,13.89,85.08,53.05,64.47,46.28,34.53,61.25,48.47,14.07,4.97,7.9,17.1,61.58,38.96,54.9,22.88,45.01,27.91
2010-01-05,33.71,38.24,44.73,52.31,204.91,54.59,39.72,33.11,27.49,54.69,36.88,43.69,166.9,37.43,33.54,48.05,13.51,29.88,15.73,134.69,24.92,43.35,24.9,74.18,15.44,32.42,120.44,69.07,25.57,29.06,30.85,51.2,53.44,43.57,15.94,24.17,26.13,25.92,23.34,15.58,10.32,13.85,83.77,53.07,65.15,46.39,34.29,61.35,48.68,14.38,4.99,7.9,17.23,61.82,39.72,54.48,22.78,45.09,27.23
2010-01-06,33.96,38.86,44.1,53.9,201.65,54.05,40.95,32.72,27.32,54.02,36.37,44.71,165.12,37.34,33.29,47.94,13.44,29.85,15.68,132.25,24.99,43.2,24.89,75.23,15.33,32.4,119.66,69.08,25.61,29.15,30.58,51.19,53.6,43.52,16.13,24.01,26.06,25.83,23.17,15.98,10.7,13.77,84.84,52.82,64.19,46.39,33.99,61.3,48.22,14.1,5.14,7.83,17.17,62.36,39.94,53.74,22.63,45.26,26.99
2010-01-07,33.82,39.49,44.64,56.08,201.28,53.7,41.0,32.83,27.03,53.66,35.7,45.89,168.35,37.2,33.49,47.97,14.14,29.8,15.62,130.0,25.09,42.82,24.83,75.28,15.65,32.23,119.24,68.82,26.54,29.45,31.71,51.07,53.82,42.31,16.66,23.55,25.79,26.14,23.24,16.09,10.98,13.9,83.79,52.53,62.43,46.85,33.41,61.47,48.24,14.24,5.18,7.87,16.7,62.16,40.73,54.13,22.73,45.73,26.55
2010-01-08,34.12,39.46,45.6,55.54,202.61,53.53,40.55,32.53,27.22,53.32,36.46,46.23,165.17,36.53,33.53,47.73,14.44,30.41,15.75,133.52,25.14,43.16,24.37,75.81,15.6,32.33,120.44,68.94,26.29,29.07,31.93,51.38,54.42,41.99,16.51,24.18,25.83,26.01,23.78,15.87,11.0,13.8,85.76,52.46,63.43,46.76,34.18,61.47,48.6,14.37,5.2,7.84,16.7,61.91,40.63,54.08,22.85,45.48,26.91
2010-01-11,34.32,39.01,46.07,54.88,200.83,53.46,40.85,32.95,26.87,53.25,37.14,47.26,162.56,36.37,33.59,48.51,14.58,30.6,15.87,130.31,25.09,43.94,24.87,75.51,15.5,32.87,119.18,70.17,26.24,29.34,31.87,52.15,57.84,42.12,16.66,24.42,26.2,25.28,23.47,15.72,11.4,13.8,86.2,52.26,63.74,46.79,34.36,62.61,48.45,14.37,5.19,8.03,16.74,62.61,40.49,54.5,22.79,45.53,27.07
2010-01-12,33.59,39.53,46.07,54.48,198.54,54.21,40.17,33.02,26.7,53.58,35.3,46.24,159.02,36.16,33.31,48.98,14.59,31.57,15.82,127.35,24.87,43.45,25.14,75.57,15.23,32.6,120.13,69.76,25.58,29.12,31.52,51.23,56.13,42.68,16.1,23.45,25.6,25.11,22.49,15.47,11.17,13.61,89.5,52.85,63.73,46.77,35.7,62.23,48.03,14.57,5.29,8.1,16.68,62.29,39.55,54.8,22.42,45.57,27.0
2010-01-13,33.8,39.65,46.72,55.14,201.34,54.65,40.76,33.02,26.94,54.09,36.35,47.03,160.2,36.33,33.62,49.23,14.64,33.16,16.19,129.11,25.22,43.73,25.2,75.33,15.47,32.75,119.87,69.23,26.04,29.37,31.9,50.98,56.21,42.2,16.35,23.95,26.06,25.25,22.59,15.34,10.99,14.11,89.19,53.4,64.5,47.06,36.26,63.26,48.26,14.58,5.3,8.19,16.9,62.04,40.24,54.73,22.83,46.94,27.26
2010-01-14,33.94,40.15,47.28,55.5,200.18,55.31,41.34,33.23,27.49,53.58,36.65,46.81,159.69,36.04,33.64,48.51,14.53,33.73,16.34,127.35,26.62,44.25,25.25,75.08,15.37,33.42,121.78,69.01,26.41,29.2,31.88,50.48,55.9,42.29,16.55,23.57,25.86,25.4,22.31,15.52,11.07,14.39,90.93,53.45,64.47,47.17,36.47,63.28,48.53,14.22,5.42,8.13,17.12,62.05,40.64,54.79,23.12,46.95,27.38
2010-01-15,33.96,39.88,46.93,54.83,196.83,54.86,40.37,32.38,27.4,52.9,36.05,45.68,156.54,35.85,33.18,48.04,14.3,33.34,16.43,127.14,26.27,43.62,24.88,74.96,15.34,33.02,121.29,68.74,25.58,29.13,31.85,49.17,54.59,41.87,16.0,23.12,25.29,25.64,22.12,15.94,10.92,14.13,91.14,52.79,64.4,47.6,36.72,62.85,48.49,13.93,5.5,8.09,16.82,61.55,39.72,54.46,22.61,46.41,27.24
2010-01-19,34.41,40.41,47.56,54.68,205.54,54.9,39.37,33.34,27.61,53.39,36.26,45.94,158.11,36.12,33.31,48.35,14.39,33.99,16.86,127.61,26.45,44.29,24.93,76.53,15.5,33.23,123.47,69.13,25.76,29.84,31.88,50.33,55.33,42.27,16.06,23.28,25.8,25.92,22.31,16.03,11.06,14.31,91.78,53.57,65.7,47.74,36.41,62.92,48.75,14.33,5.41,8.25,16.75,61.69,39.36,55.51,23.03,46.67,27.77
2010-01-20,33.99,40.43,47.36,54.27,202.37,54.56,39.63,33.29,27.16,52.79,35.8,45.05,158.99,35.5,33.5,48.2,14.35,33.25,16.81,125.78,25.81,44.15,24.53,76.17,15.24,32.33,119.89,67.8,25.34,29.56,31.87,48.85,54.26,40.5,16.23,23.04,25.7,25.73,22.16,16.24,10.83,14.18,89.37,52.85,65.53,47.19,35.21,61.74,48.25,14.04,5.19,8.13,16.38,60.58,39.46,55.1,22.62,46.15,27.23
2010-01-21,33.46,39.66,46.63,53.37,198.88,53.68,37.95,32.87,26.64,51.96,34.94,43.46,152.43,35.63,33.04,47.36,13.94,34.36,16.22,126.62,25.22,44.11,24.03,74.36,14.76,31.28,118.74,66.14,25.51,28.39,31.3,47.53,51.62,41.05,15.22,22.7,25.2,25.56,21.83,16.05,10.52,13.91,90.42,52.32,64.58,46.81,35.52,60.65,47.4,13.92,5.32,8.49,16.2,59.4,36.86,55.27,22.22,44.88,26.79
2010-01-22,32.41,36.3,46.08,52.08,189.01,53.19,36.75,32.26,25.71,51.21,33.83,42.84,146.03,36.37,32.63,47.38,14.01,34.18,15.98,121.43,24.61,44.19,23.97,73.26,14.62,30.65,115.51,64.71,24.83,27.83,31.3,46.63,49.26,41.08,14.66,21.84,24.43,24.88,20.86,15.44,9.9,13.58,88.17,52.73,63.41,47.6,34.94,59.65,45.55,13.19,5.38,8.21,15.88,58.87,35.61,55.43,21.28,44.05,26.41
2010-01-25,32.51,35.55,46.26,52.09,194.1,53.05,37.63,32.02,26.03,51.4,33.55,43.13,146.85,36.26,33.24,47.32,14.24,34.8,15.89,120.31,24.67,44.1,24.02,73.57,14.76,30.49,116.09,64.68,25.2,28.11,31.11,46.85,50.07,41.72,14.74,21.5,24.62,24.79,21.38,15.58,10.38,13.95,87.71,53.01,64.4,47.45,34.89,60.4,46.26,13.44,5.42,8.13,15.86,58.64,35.65,55.17,21.3,44.1,26.4
2010-01-26,32.31,35.84,46.48,52.03,196.84,53.07,37.7,32.3,26.19,51.11,33.36,42.98,142.96,36.22,32.79,47.98,14.22,33.5,15.83,119.48,24.33,44.85,23.93,73.39,14.48,30.66,115.74,64.33,24.59,28.09,30.89,46.63,50.71,41.42,14.53,20.11,24.41,24.89,21.08,16.15,10.53,13.7,86.78,53.06,64.42,48.05,34.35,61.17,45.97,13.14,5.21,8.11,15.99,58.71,34.95,55.8,21.22,44.36,26.25
2010-01-27,31.91,36.38,46.47,55.83,198.7,53.1,37.41,32.0,26.34,50.59,33.63,43.13,143.55,36.23,33.27,47.79,14.18,33.24,16.02,122.75,24.1,45.0,24.09,74.0,14.62,30.49,116.28,63.94,25.69,28.14,30.57,46.27,48.53,40.89,14.95,20.53,24.2,24.99,21.24,15.87,10.87,13.48,79.77,53.16,64.71,48.22,34.21,59.84,45.7,13.09,5.33,8.13,15.98,58.37,35.76,55.73,21.45,44.92,26.27
2010-01-28,30.97,35.21,45.81,56.4,190.48,52.62,37.35,31.52,25.89,50.26,33.01,42.13,145.25,36.05,33.0,47.08,14.06,33.8,15.71,126.03,23.91,44.59,23.94,72.6,14.41,29.29,113.9,63.54,25.92,27.68,30.44,44.99,47.09,40.3,15.12,19.91,24.08,24.54,20.91,15.65,10.74,13.68,77.67,53.92,63.89,48.01,34.31,60.17,44.17,12.85,5.18,8.07,15.44,57.85,35.9,54.94,20.87,44.84,26.25
2010-01-29,30.75,35.43,45.58,54.63,183.57,52.51,36.99,30.88,25.02,50.5,32.9,42.29,140.92,36.06,32.68,47.82,13.99,33.23,15.73,125.41,23.52,44.15,23.98,72.37,14.6,29.61,112.65,62.57,25.9,27.93,30.48,44.66,47.44,39.11,14.94,19.97,24.65,25.14,20.41,15.64,10.2,13.46,77.0,53.81,62.52,47.67,33.75,59.5,43.5,12.48,5.13,7.98,15.01,57.38,35.41,54.59,20.82,44.81,25.91
2010-02-01,31.43,35.94,46.04,55.63,186.13,53.46,38.43,30.77,25.22,50.6,33.53,43.38,145.1,36.02,32.98,47.86,14.14,34.21,15.84,118.87,23.81,44.59,24.03,72.32,14.7,29.8,114.75,63.83,26.35,28.83,31.0,45.74,48.07,39.35,15.17,19.75,25.19,25.48,20.91,16.27,10.47,13.85,79.94,54.2,62.83,47.94,33.62,61.8,44.2,12.79,5.27,8.21,15.05,58.94,36.04,55.87,21.06,45.86,26.15
2010-02-02,32.13,36.71,47.54,55.84,187.21,53.86,40.55,31.26,25.27,51.59,33.75,44.2,148.71,36.52,33.34,47.87,14.66,35.41,16.22,118.12,24.03,45.14,24.33,72.32,15.02,30.26,115.54,64.59,26.23,28.8,31.43,46.11,48.63,40.42,15.35,19.75,25.6,26.06,21.15,16.36,10.72,14.1,78.18,54.99,64.22,48.5,34.1,62.33,44.9,12.87,5.34,8.35,15.17,59.63,36.87,55.99,21.33,46.06,26.62
2010-02-03,32.02,36.06,47.66,55.79,190.43,53.98,40.93,30.81,25.42,51.35,31.14,44.29,148.98,36.42,31.39,48.57,14.51,34.94,15.84,119.1,23.77,45.2,24.25,73.28,14.73,30.17,115.66,63.51,25.68,28.68,30.53,45.65,48.48,40.55,15.28,19.61,25.06,25.55,21.05,16.09,10.96,13.97,73.49,54.77,64.34,48.35,36.23,62.41,45.03,12.92,5.25,8.22,15.46,59.31,36.64,57.03,21.38,46.33,26.53
2010-02-04,30.85,35.31,46.85,53.85,183.56,52.53,38.41,30.47,24.72,50.36,29.42,43.16,142.78,35.9,30.33,47.41,13.95,34.48,15.34,115.94,23.08,44.63,23.61,71.22,14.31,29.44,113.21,61.92,24.69,27.85,29.33,44.12,46.67,39.9,14.51,18.62,24.75,25.07,20.5,15.38,10.41,13.42,71.78,53.68,63.76,45.91,34.86,60.67,43.46,12.59,5.01,7.91,15.01,57.64,34.87,56.02,21.46,45.84,25.37
2010-02-05,30.74,35.61,46.43,53.01,186.82,52.42,38.24,30.13,24.88,50.13,29.96,42.89,146.07,35.72,30.2,47.83,13.74,34.26,15.28,117.39,23.49,44.05,23.46,70.62,14.22,28.57,113.69,61.75,25.02,28.03,29.26,42.9,46.99,39.5,14.76,18.47,24.28,25.11,20.84,15.42,10.27,13.25,74.71,53.59,63.53,46.18,34.33,59.33,43.73,12.81,5.09,7.75,15.19,57.71,34.83,55.42,21.96,45.65,24.56
2010-02-08,30.34,34.61,45.89,52.55,185.54,51.93,38.14,30.17,24.61,50.12,29.53,40.4,143.17,35.64,30.18,47.37,13.57,33.01,15.18,116.83,23.27,43.78,23.27,69.71,14.03,28.89,112.68,60.84,24.12,27.57,30.81,42.78,46.11,38.87,14.25,18.26,24.18,25.66,20.96,15.16,10.33,13.2,72.85,53.34,62.53,45.56,33.65,59.06,43.98,12.95,5.09,7.73,14.99,57.68,34.28,55.02,21.78,45.9,24.65
2010-02-09,31.06,35.31,46.43,54.23,187.52,52.89,38.96,30.45,24.87,50.69,30.19,40.97,144.49,36.13,30.47,47.66,13.57,33.77,15.22,118.03,23.42,44.19,23.87,70.78,14.19,29.19,113.91,61.87,24.37,28.16,30.81,43.45,48.61,39.71,14.24,19.07,24.62,25.91,21.21,15.37,10.5,13.71,74.6,53.99,63.3,45.98,34.36,60.56,44.47,13.11,5.11,7.67,15.07,58.44,34.91,55.59,22.14,47.15,24.96
2010-02-10,30.92,35.51,46.52,54.05,186.5,53.18,38.5,30.15,24.85,50.1,30.02,40.43,145.57,35.97,30.19,47.65,13.65,33.81,15.1,117.36,23.67,43.9,23.77,70.69,14.12,28.93,113.54,61.38,24.8,28.08,30.82,43.43,48.26,39.6,14.43,22.19,24.59,25.72,21.27,15.29,10.3,14.05,75.69,53.92,63.01,45.84,33.6,60.2,44.38,13.3,5.04,7.73,14.8,58.13,35.34,55.31,22.02,46.35,25.1
2010-02-11,31.33,36.02,46.65,55.0,189.89,53.9,39.2,30.91,24.96,50.33,30.77,39.95,145.97,36.2,30.46,47.5,13.72,34.06,15.21,120.09,23.9,44.43,23.96,72.17,14.14,29.06,114.39,62.23,24.71,28.23,31.27,44.53,50.99,39.88,14.4,21.67,24.95,26.02,21.57,15.29,10.52,14.27,76.0,54.17,64.06,46.1,33.68,60.35,44.93,13.49,5.1,8.01,15.22,58.48,35.48,55.78,22.17,47.04,25.46
2010-02-12,31.18,36.14,46.42,54.15,191.53,53.66,39.11,31.14,24.8,50.04,30.87,40.12,145.85,35.9,30.36,47.34,13.53,34.06,15.15,119.66,24.06,44.3,23.86,71.19,14.15,29.13,114.64,62.19,24.53,27.99,31.06,44.15,51.03,39.54,14.22,22.1,25.04,26.03,21.8,15.07,10.47,14.25,77.05,53.99,63.41,45.85,33.47,60.48,44.78,13.39,5.01,8.02,15.17,58.08,35.42,55.61,22.02,46.63,25.5
2010-02-16,31.98,37.27,47.38,55.61,194.41,54.0,39.72,31.54,25.29,50.38,31.37,41.34,149.14,36.33,31.02,47.93,13.95,34.22,15.08,117.53,24.32,44.75,24.23,72.35,14.45,29.56,115.78,63.93,24.99,28.39,31.56,45.37,51.87,40.03,14.92,22.61,25.78,26.43,22.49,15.3,10.66,14.1,76.01,54.93,63.79,46.08,34.11,62.17,45.69,13.68,5.01,8.11,15.41,59.41,36.44,55.98,22.24,47.16,25.73
2010-02-17,31.58,36.73,47.39,56.12,193.6,54.71,40.5,31.63,25.5,50.46,31.31,41.18,149.01,36.59,31.12,48.38,14.05,34.44,15.04,116.31,24.32,44.9,24.45,72.53,14.44,29.52,116.8,63.8,24.94,28.73,32.01,45.13,52.21,41.07,15.41,22.17,26.0,26.95,22.42,15.18,10.82,14.38,74.15,54.95,64.07,46.41,34.51,62.39,46.32,13.65,5.0,8.16,15.44,58.94,36.41,56.19,22.3,47.46,25.96
2010-02-18,31.63,36.83,48.12,57.09,193.96,55.08,40.0,31.21,25.84,51.35,31.36,41.29,147.56,37.15,31.58,47.85,14.13,34.71,15.09,118.08,24.29,45.21,24.71,73.41,14.51,29.78,118.17,64.48,24.95,29.16,32.13,45.56,52.49,41.31,15.63,22.01,26.12,27.2,22.53,15.07,10.71,14.45,73.44,55.42,64.88,46.44,34.46,63.89,46.96,13.96,5.08,8.39,15.54,59.12,36.75,56.39,22.5,48.7,26.21
2010-02-19,31.65,36.74,48.28,57.72,192.76,55.19,39.6,30.74,25.66,51.23,31.73,41.53,147.99,36.84,31.73,47.87,14.07,34.43,15.31,117.52,24.48,45.58,24.63,73.78,14.76,29.86,117.59,64.86,24.98,29.51,32.31,45.17,52.89,41.09,15.63,21.86,26.44,27.06,22.69,15.24,10.63,14.7,73.35,55.47,64.78,46.6,34.19,64.63,46.94,13.03,4.97,8.42,15.58,59.04,36.4,56.61,22.57,48.46,26.36
2010-02-22,31.52,36.62,48.55,58.07,191.56,54.97,39.25,29.99,25.63,50.93,31.98,41.06,148.49,36.99,31.63,48.17,14.14,34.78,15.27,118.01,24.57,45.18,24.48,73.02,14.93,29.6,117.28,63.9,25.56,29.47,32.22,45.02,52.69,42.19,15.95,23.43,26.05,27.22,22.44,15.14,10.55,14.65,72.93,55.45,64.55,46.31,34.47,64.59,46.73,12.92,4.96,8.45,15.49,58.62,37.15,56.64,22.52,48.83,26.24
2010-02-23,30.97,35.68,48.26,56.98,188.35,54.42,39.05,30.07,25.27,51.34,31.35,40.8,148.48,36.9,31.64,47.99,13.87,34.61,15.04,117.24,24.31,44.86,24.23,72.14,14.88,29.19,116.92,63.1,24.9,29.21,32.16,43.91,51.45,41.61,15.68,22.05,25.58,27.6,22.05,14.89,10.92,14.33,71.55,55.26,64.52,46.19,33.74,63.92,46.32,12.78,4.97,8.33,15.38,58.21,36.26,56.73,22.28,48.49,25.94
2010-02-24,31.29,36.13,48.83,57.62,191.79,54.68,39.13,30.0,25.54,51.27,31.74,41.37,150.02,37.39,32.32,48.26,14.02,34.6,15.16,119.72,24.48,45.27,24.38,72.46,15.14,29.25,117.96,63.36,25.24,29.47,32.49,43.75,51.72,41.41,16.07,23.07,25.95,28.15,22.46,14.99,11.04,14.51,74.33,55.86,65.07,45.9,34.3,64.62,46.94,12.95,4.99,8.46,15.59,58.76,37.15,57.07,22.55,48.84,26.15
2010-02-25,31.26,35.78,48.55,57.07,193.07,54.87,38.9,29.84,25.51,51.35,31.63,41.26,148.23,37.45,32.79,48.46,13.94,34.0,15.05,118.2,24.24,45.42,23.48,72.17,14.88,29.11,117.48,63.16,25.04,29.07,32.01,42.94,51.57,41.58,16.28,22.67,26.11,28.15,22.25,14.86,11.09,14.99,73.9,55.69,65.12,45.82,34.08,64.26,47.06,12.86,5.07,8.5,15.24,58.39,36.95,56.78,22.54,48.73,25.89
2010-02-26,31.06,35.93,48.89,57.33,195.58,55.02,39.16,29.84,25.57,51.64,32.13,41.6,148.48,37.38,32.08,48.39,14.06,34.11,14.93,118.4,24.34,45.63,23.3,72.54,15.16,29.44,117.57,63.32,24.95,29.24,31.78,43.16,51.8,41.48,16.39,20.41,26.28,28.01,22.12,14.92,11.05,15.31,74.83,55.32,65.77,46.01,34.45,64.57,46.94,12.81,5.12,8.57,15.31,58.26,38.16,56.31,22.54,48.84,25.74
2010-03-01,31.65,35.87,49.37,58.09,199.76,55.87,40.23,29.76,25.88,51.65,32.13,42.25,148.66,37.76,32.24,48.24,13.92,34.8,15.1,124.54,24.44,45.8,23.54,72.93,15.52,29.8,118.87,63.77,24.96,29.51,32.4,43.39,52.53,42.18,16.44,21.25,26.78,28.21,22.35,15.02,11.68,15.58,73.64,55.52,66.7,46.02,34.8,65.79,47.63,13.13,5.16,8.74,15.79,58.62,38.04,56.42,22.79,50.24,25.93
2010-03-02,32.17,36.11,49.43,58.49,199.62,56.19,41.47,29.92,25.38,51.3,31.94,42.71,150.76,37.79,32.08,47.96,13.92,34.85,14.98,125.53,24.13,46.42,23.56,73.42,15.49,29.98,117.81,64.22,25.43,29.51,32.64,43.71,52.8,42.51,16.2,20.63,26.85,28.15,22.21,15.5,11.5,15.46,74.42,55.7,67.0,46.42,34.7,65.85,47.24,13.23,5.17,8.69,15.73,58.7,37.85,56.5,22.8,50.16,26.15
2010-03-03,31.96,36.01,49.1,58.5,200.08,56.75,41.38,30.02,25.38,51.6,31.97,42.67,149.78,37.79,32.19,48.02,14.03,35.5,14.74,125.89,23.99,46.48,23.83,73.31,15.64,30.28,117.31,64.05,25.73,29.71,32.71,44.1,53.18,42.78,16.12,20.5,26.79,28.25,22.14,15.86,11.95,15.35,76.94,55.56,66.69,46.38,34.76,64.82,47.22,13.26,5.17,8.71,15.57,58.65,37.76,56.12,23.02,49.69,26.41
2010-03-04,31.93,36.58,49.32,59.5,201.4,56.87,41.83,30.03,25.54,51.61,32.13,42.99,155.37,37.93,31.86,48.29,14.1,35.04,14.75,128.53,24.23,46.01,24.07,73.32,15.83,29.95,117.16,64.01,25.94,29.97,32.83,43.74,53.08,42.57,16.15,22.01,27.06,28.22,22.38,16.03,12.04,15.37,75.42,55.66,67.05,46.46,34.65,64.92,47.6,13.22,5.15,8.73,15.81,58.62,38.12,55.94,23.12,50.29,26.31
2010-03-05,32.62,37.82,49.65,61.66,209.28,57.1,42.34,30.17,25.5,51.67,32.69,43.05,158.76,37.95,31.85,48.45,14.31,36.34,14.87,128.91,25.02,46.37,24.17,74.61,16.07,30.68,117.65,65.08,26.6,30.33,32.98,44.83,53.78,44.06,16.44,23.14,27.63,28.54,22.66,16.67,12.24,15.5,76.94,55.68,68.74,46.7,34.98,65.62,48.08,13.43,5.14,9.03,16.06,59.58,38.93,56.15,23.36,51.2,26.62
2010-03-08,32.83,37.36,49.61,61.04,209.4,56.9,43.42,30.03,25.54,51.68,32.79,43.16,161.29,37.83,31.63,48.46,14.24,36.75,14.76,130.11,25.05,46.47,24.07,73.59,16.19,30.69,116.87,65.37,26.36,30.67,32.8,44.68,53.49,44.14,16.48,23.98,27.72,28.69,22.4,16.71,12.17,15.32,77.94,55.24,68.59,46.43,35.8,65.55,47.81,13.55,5.17,9.07,16.52,59.59,38.73,57.43,24.21,51.16,26.55
2010-03-09,32.91,37.35,49.64,61.53,213.17,57.09,44.25,30.31,25.69,51.59,33.33,42.85,160.35,38.08,31.31,48.38,14.43,37.15,14.66,128.82,25.23,46.74,23.94,74.2,16.15,30.71,116.08,65.08,26.45,30.57,32.65,44.81,53.74,43.88,16.54,27.01,27.69,28.65,21.95,16.63,12.05,15.37,76.67,55.34,69.54,46.26,35.84,65.58,47.95,13.72,5.15,8.91,16.53,59.86,38.57,57.41,24.21,51.03,26.51
2010-03-10,33.31,37.37,49.64,63.55,214.91,57.15,41.91,30.26,25.84,51.13,33.17,43.38,163.29,37.66,31.2,48.27,14.45,37.65,14.59,130.51,25.23,46.77,23.95,73.81,16.17,30.79,116.14,64.78,26.98,30.53,32.81,45.18,53.37,44.48,16.85,29.87,27.63,28.67,22.31,17.48,12.07,15.32,76.36,55.09,69.85,46.33,35.98,65.81,47.85,13.84,5.09,9.01,16.79,60.25,39.04,57.27,23.97,51.47,26.52
2010-03-11,33.2,37.73,49.54,63.6,215.54,57.63,40.16,30.41,26.03,51.33,32.74,42.88,164.78,37.89,30.9,48.57,14.43,38.17,14.71,133.58,25.44,46.83,23.88,73.54,16.2,30.72,117.97,64.8,27.16,30.66,32.64,45.51,53.48,44.8,16.86,28.93,27.74,29.05,21.84,17.38,12.15,15.16,76.94,55.23,70.23,46.49,36.15,66.0,48.07,13.75,5.15,9.15,16.53,60.25,39.26,57.51,24.06,51.63,26.37
2010-03-12,33.45,38.34,49.27,63.39,216.59,57.75,40.53,30.39,26.11,51.65,33.5,42.98,166.15,37.92,30.89,48.51,14.92,37.34,14.53,131.82,25.77,46.79,23.77,73.65,16.07,30.6,118.29,64.57,27.04,30.78,32.61,45.32,54.81,44.85,16.59,28.21,27.63,29.34,21.78,17.41,12.56,15.38,76.99,55.36,70.28,46.31,36.43,65.65,48.39,13.79,5.21,9.05,16.32,59.88,39.24,57.79,23.98,51.03,26.55
2010-03-15,33.43,38.29,49.17,63.0,213.95,58.68,40.04,30.32,26.12,51.88,33.65,42.9,164.8,38.02,31.11,49.88,15.13,37.61,14.69,131.13,25.7,46.86,23.9,73.54,16.17,31.02,118.19,64.44,27.28,30.77,32.7,45.01,54.0,46.1,16.59,28.28,27.56,29.56,21.72,17.34,12.61,15.32,78.09,55.69,71.15,46.33,36.23,65.56,48.52,13.79,5.19,9.17,16.46,59.43,39.16,58.14,24.17,51.27,26.18
2010-03-16,33.76,38.49,49.39,62.38,214.53,58.61,40.66,30.37,26.2,52.03,34.32,43.31,167.32,38.13,31.42,50.39,15.82,37.57,14.69,131.79,25.86,46.93,23.93,73.9,16.13,31.73,118.96,64.8,27.63,31.17,32.89,45.44,53.98,45.85,16.77,27.7,28.1,29.43,22.39,17.51,12.7,15.17,79.43,55.54,71.57,46.61,35.83,65.61,48.45,13.83,5.32,9.23,16.36,59.67,39.32,58.27,24.23,51.53,26.57
2010-03-17,34.29,38.58,49.41,62.98,214.22,59.05,41.26,30.37,26.43,52.38,35.04,44.23,167.75,38.14,31.39,50.33,15.79,37.8,14.65,131.34,25.79,46.9,23.99,74.37,16.21,31.28,118.12,65.4,27.88,31.65,33.15,45.65,54.68,45.68,17.0,28.36,28.23,29.41,22.6,17.6,13.27,15.25,79.3,55.96,71.78,46.73,35.62,66.74,48.34,14.11,5.32,9.06,16.5,60.38,39.82,58.54,24.33,51.75,26.52
2010-03-18,34.11,38.57,49.41,64.33,214.72,59.01,42.29,31.52,26.41,52.69,35.08,44.21,168.52,38.2,31.7,50.35,15.92,38.36,14.66,132.76,25.81,47.0,24.04,75.72,16.3,31.14,118.69,65.48,27.64,32.15,33.04,45.04,54.27,44.69,16.82,28.55,28.2,29.3,22.43,17.5,12.92,15.17,78.81,55.72,72.69,46.62,35.52,66.97,48.81,14.07,5.24,9.02,16.56,60.41,39.68,58.81,24.41,51.86,26.33
2010-03-19,33.89,37.94,49.44,64.19,212.43,59.04,41.92,30.99,26.39,52.81,35.23,43.81,168.95,38.23,31.43,49.81,15.82,38.64,14.39,130.35,26.09,46.9,24.39,74.17,16.17,30.93,118.07,65.67,27.72,31.97,32.53,44.45,53.91,45.17,16.56,28.68,28.27,29.26,22.1,17.3,12.51,14.96,79.56,55.81,73.5,47.14,35.79,67.19,48.58,13.94,5.22,8.76,16.44,60.09,39.51,58.67,24.23,52.26,25.83
2010-03-22,33.72,38.64,49.63,65.27,214.82,58.82,42.65,31.35,26.4,54.16,35.3,43.84,167.29,38.28,32.16,50.06,15.82,38.84,14.59,130.47,26.53,46.81,24.3,74.07,16.4,30.72,118.32,65.22,27.75,32.77,33.14,44.44,54.44,45.77,16.7,27.52,28.3,29.54,22.44,17.28,13.17,15.02,80.19,55.85,72.5,47.79,35.89,67.34,49.01,14.14,5.28,9.03,16.34,60.03,39.77,59.1,24.35,51.78,25.82
2010-03-23,33.98,38.8,49.77,65.52,218.27,59.31,42.96,31.32,26.65,54.6,35.41,44.77,166.03,38.46,32.69,50.3,16.04,40.44,14.93,129.26,26.71,47.2,24.64,74.53,16.68,30.69,119.61,65.49,28.36,33.22,33.82,44.6,56.67,45.83,16.87,27.43,28.31,29.47,23.09,17.29,13.08,15.0,82.35,56.42,71.71,48.32,36.09,68.48,49.19,14.72,5.25,9.25,16.03,60.01,40.54,59.4,24.68,51.98,25.78
